,EN,FR
37157,Snow covered the bus.,La neige a couvert l’autobus.
37158,So much is happening.,Il se passe tellement de choses.
37159,So what do we do now?,"Et maintenant, que fait-on ?"
37160,So what does it mean?,Et qu'est-ce que ça signifie ?
37161,"So, what do you mean?","Donc, qu'est-ce que tu veux dire ?"
37162,"So, what do you mean?","Alors, que voulez-vous dire ?"
37163,"So, why are you here?","Alors, pourquoi êtes-vous ici ?"
37164,"So, why are you here?","Alors, pourquoi es-tu ici ?"
37165,"So, why are you here?","Alors, pourquoi es-tu là ?"
37166,Some people are evil.,Certaines personnes sont mauvaises.
37167,Somebody just called.,Quelqu'un vient d'appeler.
37168,Someone attacked Tom.,Quelqu'un a attaqué Tom.
37169,Someone attacked Tom.,Quelqu'un attaqua Tom.
37170,Someone cut the rope.,Quelqu'un a coupé la corde.
37171,Someone gave me this.,Quelqu'un m'a donné ceci.
37172,Someone has to do it.,Quelqu'un doit le faire.
37173,Someone might see us.,Quelqu'un pourrait nous voir.
37174,Someone stole my bag.,Quelqu'un m'a volé mon sac.
37175,Someone told me that.,Quelqu'un me l'a dit.
37176,Something is missing.,Quelque chose manque.
37177,Soon it will be gone.,Ça sera bientôt parti.
37178,Soon it will be gone.,Il n'y paraîtra bientôt plus.
37179,Soon it'll be winter.,Ce sera bientôt l'hiver.
37180,Sorry about the mess.,Désolé pour le bordel !
37181,Sorry about the mess.,Désolée pour le bordel !
37182,Sorry about the mess.,Désolé pour la pagaille !
37183,Sorry about the mess.,Désolée pour la pagaille !
37184,Sorry for being late.,Désolé d'être en retard.
37185,Sorry for being late.,Désolée d'être en retard.
37186,Sorry to disturb you.,Désolé de vous déranger.
37187,Sorry to disturb you.,Désolée de te déranger.
37188,Sorry to trouble you.,Je suis désolée de te déranger.
37189,Spare me the details.,Épargne-moi les détails.
37190,"Speak louder, please.","Parlez plus fort, s'il vous plait."
37191,"Speak louder, please.","Parle plus fort, s'il te plait."
37192,"Speak slowly, please.","Parlez lentement, je vous prie."
37193,"Speak slowly, please.","Parle lentement, je te prie."
37194,Stay a little longer.,Reste encore un peu.
37195,Stay out of the rain.,Ne reste pas sous la pluie.
37196,Stay out of the rain.,Ne restez pas sous la pluie.
37197,Stock prices dropped.,Le cours des actions a baissé.
37198,Take a look at these.,Regarde ceux-ci.
37199,Take a look at these.,Regarde celles-ci.
37200,Take a look at these.,Jetez un œil à celles-ci.
37201,Take a look at these.,Jette un œil à celles-ci.
37202,Take a look at these.,Regardez ceux-ci.
37203,"Take it, or leave it.",À prendre ou à laisser.
37204,"Take it, or leave it.",C'est à prendre ou à laisser.
37205,Take the garbage out.,Sortez les ordures.
37206,Take the garbage out.,Sortez les déchets.
37207,Take the garbage out.,Sortez les détritus.
37208,Take the garbage out.,Sors les ordures.
37209,Take the garbage out.,Sors les détritus.
37210,Take the garbage out.,Sors les déchets.
37211,Take this table away.,Emportez cette table.
37212,Tell Mary I love her.,Dis à Mary que je l'aime.
37213,Tell me a true story.,Raconte-moi une histoire vraie.
37214,Tell me what you saw.,Dites-moi ce que vous avez vu !
37215,Tell me what you saw.,Dis-moi ce que tu as vu !
37216,Tell me what you see.,Dis-moi ce que tu vois !
37217,Tell me what you see.,Dites-moi ce que vous voyez !
37218,Tell me when to stop.,Dis-moi quand m'arrêter.
37219,Tell me when to stop.,Dis-moi quand arrêter.
37220,Tell me where Tom is.,Dites-moi où est Tom.
37221,Tell me who did this.,Dis-moi qui a fait ça.
37222,Tell me who did this.,Dites-moi qui a fait ceci.
37223,Tell them who we are.,Dis-leur qui on est.
37224,Tell them who we are.,Dites-leur qui nous sommes.
37225,Tell us all about it.,Parle-nous-en !
37226,Tell us all about it.,Parlez-nous-en !
37227,Tell us where Tom is.,Dis-nous où est Tom.
37228,Tell us where Tom is.,Dites-nous où est Tom.
37229,Thank you for asking.,Merci de demander.
37230,Thank you for coming.,Merci d'être venu.
37231,Thank you for coming.,Merci d'être venue.
37232,Thank you in advance.,Merci d'avance.
37233,Thank you in advance.,"D'avance, merci."
37234,"Thank you, my friend.",Merci mon ami.
37235,Thanks for being you.,Merci d'être toi.
37236,Thanks for having me.,Merci de me recevoir.
37237,Thanks for saving me.,Merci de m'avoir sauvé.
37238,Thanks for saving me.,Merci de m'avoir sauvée.
37239,Thanks for the drink.,Merci pour le verre !
37240,Thanks for the pizza.,Merci pour la pizza.
37241,Thanks for your help.,Merci pour ton aide.
37242,Thanks for your help.,Merci pour votre aide.
37243,Thanks to all of you.,Merci à vous tous.
37244,Thanks to all of you.,Merci à vous toutes.
37245,That cake looks good.,Ce gâteau a l'air bon.
37246,That can't be denied.,On ne peut pas dire le contraire.
37247,That can't be helped.,On n'y peut rien.
37248,That changes nothing.,Cela ne change rien.
37249,That could take days.,Cela pourrait prendre des jours.
37250,That could've hit me.,Ça aurait pu me toucher.
37251,That couldn't happen.,Cela ne pourrait pas arriver.
37252,That couldn't happen.,Cela ne pourrait pas se produire.
37253,That did occur to me.,Ça m'est arrivé.
37254,That doesn't help me.,Ça ne m'aide pas.
37255,That door won't open.,Cette porte ne veut pas s'ouvrir.
37256,That door won't open.,Cette porte refuse de s'ouvrir.
37257,That door won't open.,Cette porte ne s'ouvrira pas.
37258,That feels very nice.,C'est très agréable.
37259,That feels very nice.,La sensation en est très agréable.
37260,That guy is a bandit.,Ce type est un bandit.
37261,That hasn't happened.,Cela ne s'est pas produit.
37262,That hat becomes you.,Ce chapeau te va bien.
37263,That helps all of us.,Cela nous aide tous.
37264,That house is famous.,Cette maison est célèbre.
37265,That is a blue house.,C'est une maison bleue.
37266,That isn't Tom's car.,Ce n'est pas la voiture de Tom.
37267,That isn't practical.,Ce n'est pas pratique.
37268,That looks expensive.,Ça a l'air cher.
37269,That meat is chicken.,"Cette viande, c'est du poulet."
37270,That narrows it down.,Ça diminue les possibilités.
37271,That one's all yours.,Celui-ci est tout à toi.
37272,That one's all yours.,Celui-ci est tout à vous.
37273,That sounds exciting.,Ça a l'air excitant.
37274,That sounds familiar.,Ça me semble familier.
37275,That sounds familiar.,Ça m'évoque quelque chose de familier.
37276,That sounds horrible.,Ça a l'air horrible.
37277,That stuff is poison.,"Ce truc, c'est du poison."
37278,That tastes terrible.,C'est dégoutant.
37279,That tastes terrible.,Ça a un goût affreux.
37280,That tastes terrible.,Ça a un goût terrible.
37281,That was a close one.,C'était moins une.
37282,That was a close one.,Il s'en est fallu de peu.
37283,That was a good idea.,Ce fut une bonne idée.
37284,That was a good idea.,C'était une bonne idée.
37285,That was a good trip.,C'était un bon voyage.
37286,That was a good year.,Cela a été une bonne année.
37287,That was a month ago.,C'était il y a un mois.
37288,That was interesting.,C'était intéressant.
37289,That was just a joke.,C'était juste une blague.
37290,That was naive of me.,Ce fut naïf de ma part.
37291,That was naive of me.,Ça a été naïf de ma part.
37292,That was no accident.,Ce n'était pas un accident.
37293,That was our mistake.,Ce fut notre erreur.
37294,That was really kind.,C'était vraiment très gentil.
37295,That was really nice.,C'était vraiment sympa.
37296,That was unnecessary.,Ce n'était pas nécessaire.
37297,That was unnecessary.,C'était inutile.
37298,That was your choice.,C'était votre choix.
37299,That was your choice.,Ce fut votre choix.
37300,That was your choice.,Ce fut ton choix.
37301,That wasn't my fault.,Ce n'était pas de ma faute.
37302,That will not change.,Ça ne changera pas.
37303,That woman is strong.,Cette femme est forte.
37304,That would be normal.,Ce serait normal.
37305,That would be unfair.,Ça serait injuste.
37306,That would take time.,Cela prendrait du temps.
37307,That'll be difficult.,Ce sera difficile.
37308,That's a big fat lie.,C'est un énorme mensonge.
37309,That's a big mistake.,C'est une grosse erreur.
37310,That's a bit extreme.,C'est un peu extrême.
37311,That's a blatant lie.,C'est un mensonge flagrant.
37312,That's a bright idea.,C'est une brillante idée.
37313,That's a cheap store.,C'est un magasin bon marché.
37314,That's a clever idea.,C'est une idée intelligente.
37315,That's a coincidence.,C'est une coïncidence.
37316,That's a good excuse.,C'est une bonne excuse.
37317,That's a good reason.,C'est une bonne raison.
37318,That's a good school.,C'est une bonne école.
37319,That's a huge relief.,C'est un immense soulagement.
37320,That's a lame excuse.,C'est une piètre excuse.
37321,That's a lot of cash.,C'est beaucoup de liquide.
37322,That's a lot of cash.,C'est beaucoup d'argent liquide.
37323,That's a lot of food.,C'est beaucoup de nourriture.
37324,That's a lot of work.,C'est beaucoup de boulot.
37325,That's a possibility.,C'est une possibilité.
37326,That's a pretty girl.,C'est une jolie fille.
37327,That's a pretty name.,C'est un joli nom.
37328,That's a pretty name.,C'est un joli petit nom.
37329,That's a stupid idea.,C'est une idée stupide.
37330,That's a stupid name.,C'est un nom idiot.
37331,That's a stupid rule.,C'est une règle stupide.
37332,That's a wise choice.,C'est un choix sage.
37333,That's a woman's job.,C'est un boulot de femme.
37334,That's all I can ask.,C'est tout ce que je peux demander.
37335,That's all I can ask.,C'est tout ce que je puis demander.
37336,That's all I can say.,C'est tout ce que je peux dire.
37337,That's all I do here.,C'est tout ce que je fais ici.
37338,That's all for today.,C'est tout pour aujourd'hui.
37339,That's all she wrote.,Et puis c'est tout.
37340,That's all there was.,C'est tout ce qu'il y avait.
37341,That's all we needed.,C'est tout ce dont nous avions besoin.
37342,That's an awful idea.,C'est une idée terrible.
37343,That's another story.,C'est une autre histoire.
37344,That's enough for me.,C'en est assez pour moi.
37345,That's hardly likely.,C'est très improbable.
37346,That's her boyfriend.,C'est son Jules.
37347,That's his specialty.,C'est sa spécialité.
37348,That's how I like it.,C'est comme ça que je l'apprécie.
37349,That's just how I am.,"Je suis comme ça, un point c'est tout."
37350,That's just like you.,C'est tout toi.
37351,That's just nonsense.,Ce ne sont que des balivernes.
37352,That's kind of vague.,C'est plutôt vague.
37353,That's my best guess.,C'est ma meilleure hypothèse.
37354,That's my dictionary.,C'est mon dictionnaire.
37355,That's not an answer.,Ce n'est pas une réponse.
37356,That's not an option.,Ça ne constitue pas une option.
37357,That's not happening.,Ce n'est pas en train d'arriver.
37358,That's not how it is.,Ce n'est pas ainsi.
37359,That's not our fault.,Ce n'est pas de notre faute.
37360,That's not realistic.,Ce n'est pas réaliste.
37361,That's not the issue.,Ce n'est pas le problème.
37362,That's not the point.,Ce n'est pas la question.
37363,That's not the point.,Ce n'est pas le sujet.
37364,That's not very good.,Ce n'est pas très bon.
37365,That's not very nice.,Ce n'est pas très sympa.
37366,That's our best hope.,C'est notre meilleur espoir.
37367,That's probably true.,Cela est probablement vrai.
37368,That's pseudoscience.,C'est de la pseudo-science.
37369,That's quite a story.,C'est une sacrée histoire.
37370,That's quite logical.,C'est tout à fait logique.
37371,That's quite logical.,C'est plutôt logique.
37372,That's really stupid.,C'est vraiment bête.
37373,That's reason enough.,C'est une raison suffisante.
37374,That's so depressing.,C'est si déprimant.
37375,That's the main gate.,C'est la porte de devant.
37376,That's the main gate.,C'est la porte principale.
37377,That's the way it is.,C'est comme ça.
37378,That's the way it is.,C'est ainsi.
37379,That's their problem.,C'est leur problème.
37380,That's too expensive.,C'est trop cher.
37381,That's very personal.,C'est très personnel.
37382,That's very possible.,C'est très possible.
37383,That's very touching.,C’est très touchant.
37384,That's what I wanted.,C'est ce que je voulais.
37385,That's what I'd want.,C'est ce que je voudrais.
37386,That's what saved me.,C'est ce qui m'a sauvé.
37387,That's what she said.,C'est ce qu'elle a dit.
37388,That's your business.,Ce sont tes oignons.
37389,That's your decision.,C’est ton choix.
37390,The baby fell asleep.,Le bébé s'est endormi.
37391,The baby is crawling.,Le bébé rampe.
37392,The baby is crawling.,Le bébé marche à quatre pattes.
37393,The baby is crawling.,Le bébé est en train de ramper.
37394,The baby is crawling.,Le bébé est en train de marcher à quatre pattes.
37395,The baby is sleeping.,Le bébé est en train de dormir.
37396,The baby is sleeping.,Le bébé dort.
37397,The bakery is closed.,La boulangerie est fermée.
37398,The basket was empty.,Le panier était vide.
37399,The bathtub is dirty.,La baignoire est sale.
37400,The bed was too hard.,Le lit était trop dur.
37401,The beer's very cold.,La bière est glacée.
37402,The boy began to cry.,Le garçon se mit à pleurer.
37403,The boy came running.,L'enfant arriva en courant.
37404,The boy stayed quiet.,Le garçon resta tranquille.
